districtid,timeid,neighborhoodzscore,statezscore
418,4,4.15,-0.19
418,5,10.91,0.31
418,6,15.09,1.77
418,7,5.85,1.69
419,1,0,0
419,2,2.5,1.71
419,3,-0.15,-0.78
419,4,-0.17,-0.49
419,5,-0.61,-0.45
419,6,-0.01,-0.34
419,7,0.44,-0.05
420,1,0,0
420,2,-0.79,-0.9
420,3,-0.29,-0.36
420,4,0.09,-0.31
420,5,0.66,-0.19
420,6,0.46,0.16
420,7,1.2,0.62
421,1,0,0
421,2,0,0
421,3,-0.44,-0.27
421,4,-0.45,-0.4
421,5,-0.48,-0.37
421,6,-0.59,-0.77
421,7,-0.49,-0.5
422,1,-0.58,0
422,2,-0.52,1.29
422,3,-0.46,0.99
422,4,-0.56,0.71
422,5,-0.92,-0.94
422,6,-1.17,-1.81
422,7,-1.02,-1.88
423,1,0,0
423,2,-0.48,-0.19
423,3,-0.48,-0.22
423,4,-0.59,-0.23
423,5,-0.46,-0.46
423,6,-0.5,-0.59
423,7,-0.47,-0.47
424,1,0,0
424,2,-0.18,0.05
424,3,2.29,2.2
424,4,1.53,1.35
424,5,0.73,0.04
424,6,-0.14,-0.44
424,7,-0.48,-0.48
425,1,0,0
425,2,0,0
425,3,-0.54,-0.64
425,4,-0.59,-0.87
425,5,-0.89,-0.69
425,6,0.47,-0.24
425,7,-0.8,-1.16
426,1,0,0
426,2,-0.78,-0.29
426,3,1.56,1.53
426,4,-0.33,0.09
426,5,-0.42,-0.1
426,6,-0.56,0.1
426,7,29.08,-0.09
427,1,-0.41,0
427,2,-0.15,2.37
427,3,0.01,2.2
427,4,-0.31,1.27
427,5,0.1,1.15
427,6,0.21,0.78
427,7,-0.34,-0.52
428,1,0,0
428,2,-0.62,-0.37
428,3,-0.33,-0.33
428,4,-1.08,-0.42
428,5,-0.75,-0.53
428,6,-0.58,-0.02
428,7,-0.54,0.11
429,1,0,0
429,2,0,0
429,3,-0.5,-0.27
429,4,-0.5,-0.4
429,5,-0.53,-0.37
429,6,-0.9,-0.79
429,7,-0.55,-0.44
430,1,0,0
430,2,-1.08,-0.35
430,3,-2.56,-0.79
430,4,-0.68,-0.32
430,5,-0.95,-0.26
430,6,-0.37,0.18
430,7,-0.13,0.17
431,1,0,0
431,2,0,-0.23
431,3,-0.2,-0.2
431,4,-0.32,-0.24
431,5,-0.89,-0.31
431,6,1.22,-0.18
431,7,0.15,-0.35
432,1,0,0
432,2,-0.38,0
432,3,-0.8,-0.7
432,4,-0.68,-0.91
432,5,-1.11,-0.88
432,6,-1.3,-1.36
432,7,-1.05,-1.31
433,1,-0.57,0
433,2,-0.58,-0.35
433,3,-0.49,-0.2
433,4,-0.57,-0.58
433,5,-0.58,-0.48
433,6,-0.54,0.0
433,7,-0.57,-0.37
434,1,0,0
434,2,-0.38,-0.13
434,3,-1.06,-1.11
434,4,-0.6,-0.83
434,5,-0.53,-0.35
434,6,-0.59,-0.65
434,7,-0.52,-0.69
435,1,0,0
435,2,-0.44,-0.35
435,3,-0.53,-0.97
435,4,-0.84,-0.73
435,5,-0.13,-0.47
435,6,0.64,-0.37
435,7,1.48,-0.19
436,1,0,0
436,2,-0.38,-0.22
436,3,-0.62,-0.44
436,4,-0.85,-0.43
436,5,-0.43,-0.35
436,6,-0.3,-0.4
436,7,-0.4,-0.45
437,1,0,0
437,2,2.7,-0.24
437,3,0.78,-0.27
437,4,0.13,-0.35
437,5,1.62,-0.35
437,6,1.47,-0.28
437,7,1.23,-0.26
438,1,0,0
438,2,0,0
438,3,0,0
438,4,-1.19,-0.72
438,5,-0.14,-0.23
438,6,-0.46,-0.52
438,7,-1.41,-0.56
439,1,0,0
439,2,-0.71,-0.71
439,3,0.52,-0.71
439,4,-0.22,-0.71
439,5,4.13,0.71
439,6,1.74,0.71
439,7,5.62,0.71
440,1,0,0
440,2,0,0
440,3,0,-0.27
440,4,0.0,-0.35
440,5,-0.46,-0.29
440,6,-5.32,-0.64
440,7,0.06,0.17
441,1,0,0
441,2,-0.58,-0.22
441,3,-1.1,-0.67
441,4,-0.87,-0.33
441,5,-0.61,-0.41
441,6,-0.67,-0.65
441,7,-0.59,-0.46
442,1,-0.44,0
442,2,-0.45,0
442,3,-0.45,-0.27
442,4,-0.45,-0.25
442,5,-0.45,-0.23
442,6,-0.45,0.1
442,7,-0.45,-0.31
443,1,-0.57,0
443,2,-0.58,0
443,3,-0.58,-0.27
443,4,-0.58,-0.2
443,5,-0.58,-0.31
443,6,-0.58,-0.7
443,7,-0.58,-0.18
444,1,-0.5,0
444,2,-0.5,0
444,3,-0.5,-0.46
444,4,-0.51,-0.66
444,5,-0.5,-0.65
444,6,-0.5,-0.51
444,7,-0.5,-0.53
445,1,-0.44,0
445,2,-0.45,0
445,3,-0.45,-0.27
445,4,-0.45,-0.25
445,5,-0.45,-0.24
445,6,-0.45,-0.58
445,7,-0.45,-0.15
446,1,-0.37,0
446,2,-0.38,0
446,3,-0.38,-0.27
446,4,-0.38,-0.35
446,5,-0.38,-0.23
446,6,-0.38,-0.0
446,7,-0.38,-0.49
447,1,0,0
447,2,0,0
447,3,-0.57,-0.27
447,4,-0.58,-0.4
447,5,-0.5,-0.14
447,6,-0.53,-0.64
447,7,-0.54,-0.41
448,1,0,0
448,2,26.22,0.58
448,3,2.36,1.35
448,4,9.17,1.99
448,5,32.49,6.02
448,6,30.08,6.6
448,7,32.92,6.67
449,1,0,0
449,2,11.09,3.35
449,3,0.97,0.56
449,4,2.51,2.67
449,5,3.97,3.29
449,6,4.79,3.4
449,7,1.07,1.26
450,1,0,0
450,2,0,0
450,3,0,0
450,4,1.98,1.82
450,5,-0.3,-0.09
450,6,-0.29,-0.22
450,7,-0.5,-0.42
451,1,0,0
451,2,1.29,-0.42
451,3,-0.26,-0.12
451,4,-0.65,-0.45
451,5,-0.71,-0.47
451,6,-1.18,-0.44
451,7,-0.74,-0.1
452,1,0,0
452,2,0.7,0.16
452,3,8.17,2.07
452,4,1.71,1.15
452,5,0.95,-0.34
452,6,2.73,0.61
452,7,3.93,1.12
453,1,0,0
453,2,0,-0.05
453,3,5.34,-0.15
453,4,10.84,0.05
453,5,2.25,0.59
453,6,-0.48,-0.26
453,7,0.74,-0.27
454,1,0,0
454,2,-0.32,-0.27
454,3,-0.21,-0.32
454,4,-0.94,-0.36
454,5,-0.84,-0.29
454,6,-0.43,0.09
454,7,-0.27,0.03
455,1,0,0
455,2,0,-0.19
455,3,0.52,0.12
455,4,-0.65,-0.21
455,5,-0.5,-0.38
455,6,-0.52,-0.24
455,7,-0.54,-0.24
456,1,0,0
456,2,-0.71,0
456,3,-1.41,-0.56
456,4,-6.85,-0.62
456,5,-5.52,-0.63
456,6,-2.26,-0.64
456,7,-3.49,-0.61
457,1,0,0
457,2,-0.45,-0.37
457,3,-0.42,-0.25
457,4,-0.5,-0.31
457,5,-0.46,-0.31
457,6,-0.46,-0.47
457,7,-0.25,-0.51
458,1,0,0
458,2,-0.43,-0.22
458,3,0.03,-0.17
458,4,-1.2,-0.29
458,5,-0.37,-0.4
458,6,-0.77,-0.5
458,7,-1.01,-0.53
459,1,0,0
459,2,-0.66,-0.35
459,3,-0.74,-0.86
459,4,-0.41,-0.58
459,5,-0.55,-0.6
459,6,-0.7,-0.67
459,7,-0.71,-0.6
460,1,0,0
460,2,-0.47,-0.35
460,3,-0.54,-0.54
460,4,0.58,0.05
460,5,0.54,-0.38
460,6,-0.16,-0.43
460,7,-0.39,-0.42
461,1,0,0
461,2,4.0,-0.03
461,3,0.46,0.55
461,4,1.38,1.8
461,5,2.11,0.24
461,6,3.45,1.36
461,7,1.3,0.6
462,1,0,0
462,2,0,0
462,3,0.86,-0.18
462,4,4.37,-0.08
462,5,3.29,-0.15
462,6,0.55,-0.27
462,7,-0.49,-0.66
463,1,0,0
463,2,-0.82,-0.36
463,3,-0.45,-0.49
463,4,-0.52,-0.47
463,5,-0.66,-0.23
463,6,-0.68,-0.22
463,7,-0.72,-0.58
464,1,-0.44,0
464,2,-0.45,0
464,3,-0.45,0
464,4,-0.45,0.06
464,5,-0.46,-0.48
464,6,-0.46,-0.5
464,7,-0.46,-0.15
465,1,0,0
465,2,0,0
465,3,-0.64,-0.35
465,4,-0.82,-0.61
465,5,-0.16,0.0
465,6,-0.5,-0.28
465,7,-0.78,-0.58
466,1,0,0
466,2,-0.45,-0.23
466,3,-0.56,-0.33
466,4,-0.86,-0.42
466,5,-0.58,-0.53
466,6,-0.46,-0.45
466,7,-0.3,-0.19
467,1,0,0
467,2,-0.74,-0.23
467,3,-0.62,-0.08
467,4,-1.06,-0.34
467,5,-0.1,-0.1
467,6,-0.55,-0.22
467,7,-0.57,-0.16
468,1,0,0
468,2,1.57,-0.02
468,3,3.27,1.95
468,4,0.27,-0.32
468,5,-0.47,-0.27
468,6,-0.34,-0.26
468,7,-0.31,-0.17
469,1,1.45,0
469,2,-0.3,0
469,3,-0.26,0
469,4,-0.02,0
469,5,-0.29,0
469,6,-0.27,0
469,7,-0.29,0
470,1,0,0
470,2,-0.71,-0.64
470,3,-0.63,-0.92
470,4,-0.83,-0.71
470,5,-1.45,-0.72
470,6,-1.23,-0.71
470,7,-0.54,-0.58
471,1,0,0
471,2,-0.44,-0.12
471,3,-0.34,-0.09
471,4,-0.34,0.24
471,5,-0.11,-0.28
471,6,0.33,-0.22
471,7,0.27,-0.13
472,1,0,0
472,2,-0.45,-0.35
472,3,-2.4,-0.67
472,4,-0.85,-0.38
472,5,-1.61,-0.43
472,6,-1.02,-0.37
472,7,-0.62,-0.34
473,1,0,0
473,2,-0.46,-0.36
473,3,-0.45,-0.45
473,4,0.59,0.05
473,5,-0.16,-0.23
473,6,0.5,0.15
473,7,1.49,0.88
474,1,0,0
474,2,5.42,0.65
474,3,2.64,3.24
474,4,0.36,1.33
474,5,0.27,0.44
474,6,0.58,0.01
474,7,1.81,0.62
475,1,0,0
475,2,-0.41,-0.2
475,3,-0.4,-0.16
475,4,-0.4,-0.2
475,5,-0.38,-0.18
475,6,-0.26,-0.19
475,7,-0.35,-0.25
476,1,0,0
476,2,-0.41,-0.35
476,3,-0.38,-0.62
476,4,-0.52,-0.55
476,5,-0.32,-0.18
476,6,-0.48,-0.39
476,7,-0.58,-0.53
477,1,0,0
477,2,-0.54,-0.55
477,3,-0.56,-0.44
477,4,-0.65,-0.58
477,5,-0.62,-0.44
477,6,-0.66,-0.35
477,7,-0.79,-0.55
478,1,-0.44,0
478,2,-0.45,0
478,3,-0.45,-0.46
478,4,-0.45,-0.68
478,5,-0.45,-0.57
478,6,-0.45,-0.5
478,7,-0.45,-0.46
479,1,-0.5,0
479,2,-0.5,0
479,3,-0.5,-0.46
479,4,-0.49,0.57
479,5,-0.49,-0.02
479,6,-0.5,-0.22
479,7,-0.5,0.24
480,1,0,0
480,2,4.26,0.35
480,3,1.0,0.5
480,4,1.12,0.08
480,5,3.16,0.5
480,6,2.55,0.56
480,7,1.71,0.41
481,1,0,0
481,2,-0.5,-0.23
481,3,-4.45,-0.23
481,4,-3.1,-0.29
481,5,-0.96,-0.37
481,6,-0.76,-0.26
481,7,-0.77,-0.27
482,1,0,0
482,2,-0.41,-0.23
482,3,-0.13,-0.09
482,4,0.44,0.81
482,5,1.1,1.37
482,6,-0.41,-0.11
482,7,-0.57,-0.29
483,1,-0.26,0
483,2,23.49,5.66
483,3,12.1,5.46
483,4,4.59,4.41
483,5,1.24,1.99
483,6,0.68,1.3
483,7,0.79,1.38
484,1,0,0
484,2,0,-0.19
484,3,4.6,3.63
484,4,-0.54,-0.52
484,5,-0.55,-0.37
484,6,-0.68,-0.41
484,7,-0.48,-0.41
485,1,0,0
485,2,20.63,3.39
485,3,-0.7,-0.43
485,4,0.49,0.46
485,5,-0.47,-0.3
485,6,-0.38,-0.49
485,7,-0.79,-0.72
486,1,0,0
486,2,0,0
486,3,0.28,-0.29
486,4,-0.18,-0.48
486,5,-0.06,-0.42
486,6,0.87,-0.3
486,7,0.42,-0.5
487,1,0,0
487,2,0.26,0.04
487,3,-0.38,-0.34
487,4,-0.21,0.01
487,5,-0.35,-0.28
487,6,-0.3,-0.25
487,7,-0.1,0.05
488,1,0,0
488,2,-0.96,-0.57
488,3,-0.04,-0.49
488,4,1.26,0.9
488,5,2.55,0.58
488,6,2.03,0.91
488,7,3.49,1.22
489,1,0,0
489,2,0.67,-0.25
489,3,-0.72,-0.94
489,4,0.68,-0.3
489,5,5.51,0.04
489,6,5.11,0.5
489,7,3.88,0.71
490,1,0,0
490,2,-0.41,-0.36
490,3,-0.68,-0.7
490,4,0.99,-0.61
490,5,0.11,-0.36
490,6,-0.06,-0.63
490,7,0.12,-0.41
491,1,0,0
491,2,0,0
491,3,-0.73,-0.31
491,4,-0.57,-0.39
491,5,-0.59,-0.4
491,6,-0.51,-0.24
491,7,-0.46,-0.24
492,1,0,0
492,2,-0.5,-0.19
492,3,-0.51,-0.23
492,4,-0.67,-0.22
492,5,-0.98,-0.51
492,6,-0.53,-0.47
492,7,-0.41,-0.33
493,1,0,0
493,2,-0.61,-0.23
493,3,-0.26,0.56
493,4,-0.81,-0.22
493,5,-0.72,0.06
493,6,-0.86,-0.18
493,7,-0.78,-0.39
494,1,0,0
494,2,10.31,-0.13
494,3,5.6,-0.21
494,4,6.95,-0.27
494,5,5.97,-0.25
494,6,19.66,0.76
494,7,17.81,1.52
495,1,0,0
495,2,-0.73,-0.41
495,3,7.34,2.41
495,4,1.67,0.45
495,5,0.8,0.74
495,6,0.82,0.62
495,7,1.48,0.81
496,1,0,0
496,2,-0.54,-0.42
496,3,-0.53,-0.31
496,4,-0.35,-0.43
496,5,-0.06,0.66
496,6,-0.17,0.12
496,7,-0.33,-0.32
497,1,0,0
497,2,3.5,-0.16
497,3,-0.41,-0.22
497,4,-1.02,-0.24
497,5,-0.78,-0.5
497,6,-0.78,-0.55
497,7,-0.57,-0.44
498,1,-0.57,0
498,2,-0.58,0
498,3,-0.58,-0.27
498,4,-0.59,0.14
498,5,-0.58,0.12
498,6,-0.58,0.04
498,7,-0.58,-0.44
499,1,-0.41,0
499,2,-0.42,-0.24
499,3,-0.4,-0.27
499,4,-0.4,-0.35
499,5,-0.39,-0.38
499,6,-0.3,-0.32
499,7,-0.21,-0.23
500,1,0,0
500,2,-0.4,-0.25
500,3,-0.12,-0.28
500,4,-0.12,-0.36
500,5,-0.1,-0.44
500,6,0.58,-0.52
500,7,0.3,-0.6
501,1,0,0
501,2,0,-0.19
501,3,-0.69,-0.94
501,4,-0.24,-0.84
501,5,0.4,-0.16
501,6,-0.54,-0.33
501,7,-0.68,-0.42
502,1,0,0
502,2,-0.63,-0.23
502,3,-0.65,-0.23
502,4,-0.58,-0.25
502,5,-0.56,-0.39
502,6,-0.71,-0.47
502,7,-0.73,-0.49
503,1,0,0
503,2,-0.63,-0.23
503,3,-0.58,-0.31
503,4,-0.63,-0.35
503,5,-0.48,-0.34
503,6,-0.47,-0.36
503,7,-0.18,-0.13
504,1,0,0
504,2,-0.26,-0.01
504,3,-0.34,-0.12
504,4,-0.36,0.0
504,5,-0.12,0.22
504,6,0.89,0.88
504,7,0.47,0.43
505,1,0,0
505,2,-0.66,-0.21
505,3,-0.72,-0.22
505,4,-0.71,-0.25
505,5,-0.67,-0.24
505,6,-0.59,-0.45
505,7,-0.6,-0.45
506,1,0,0
506,2,1.29,-0.42
506,3,0.93,-0.14
506,4,3.03,0.64
506,5,0.08,-0.04
506,6,-0.85,-0.73
506,7,-0.63,-0.48
507,1,0,0
507,2,-0.41,-0.36
507,3,-0.32,0.05
507,4,-0.81,-0.45
507,5,-0.56,-0.21
507,6,-0.52,-0.02
507,7,-0.57,-0.31
508,1,0,0
508,2,-0.64,-0.23
508,3,1.8,0.31
508,4,3.97,0.5
508,5,0.23,-0.14
508,6,-0.31,-0.09
508,7,-0.12,-0.22
509,1,0,0
509,2,-0.6,-0.19
509,3,-0.65,-0.23
509,4,-0.84,-0.24
509,5,-0.54,-0.48
509,6,-0.9,-0.64
509,7,-0.56,-0.58
510,1,0,0
510,2,-0.58,-0.23
510,3,-0.84,-0.34
510,4,-0.7,-0.39
510,5,-0.84,-0.5
510,6,-0.94,-0.47
510,7,-1.24,-0.49
511,1,0,0
511,2,0,0
511,3,-0.0,1.07
511,4,0.49,1.81
511,5,1.12,2.53
511,6,1.77,3.03
511,7,2.77,3.5
512,1,-0.5,0
512,2,-0.5,0
512,3,-0.5,-0.16
512,4,-0.5,-0.69
512,5,-0.5,-0.38
512,6,-0.5,-0.45
512,7,-0.5,-0.45
513,1,-0.5,0
513,2,-0.5,-0.34
513,3,-0.58,-0.55
513,4,-0.51,-0.76
513,5,-0.49,-0.23
513,6,-0.49,-0.23
513,7,-0.5,-0.41
514,1,0,0
514,2,0,-0.36
514,3,0.13,-0.37
514,4,-0.58,-0.57
514,5,-0.87,-0.46
514,6,-1.06,-0.83
514,7,0.06,-0.31
515,1,0,0
515,2,-0.36,-0.18
515,3,-0.58,-0.43
515,4,-0.64,-0.39
515,5,-0.99,-0.48
515,6,-1.44,-1.2
515,7,-0.93,-1.22
516,1,0,0
516,2,-0.63,-0.25
516,3,-0.59,-0.27
516,4,-0.79,-0.36
516,5,-1.08,-0.42
516,6,-0.54,-0.35
516,7,-0.33,-0.37
517,1,-0.5,0
517,2,-0.5,0
517,3,-0.5,-0.27
517,4,-0.51,-0.35
517,5,-0.52,-0.37
517,6,-0.51,-0.58
517,7,-0.51,-0.52
518,1,0,0
518,2,0,-0.22
518,3,-0.66,-0.63
518,4,-0.42,-0.54
518,5,-0.23,-0.37
518,6,-1.09,-0.73
518,7,-1.02,-0.51
519,1,0,0
519,2,0.5,-0.47
519,3,2.98,2.18
519,4,0.42,1.41
519,5,-0.44,-0.2
519,6,-0.57,-0.28
519,7,-0.78,-0.9
520,1,0,0
520,2,-0.5,-0.22
520,3,-0.81,-0.26
520,4,-1.21,-0.56
520,5,-0.65,0.02
520,6,-0.25,-0.04
520,7,0.5,-0.28
521,1,0,0
521,2,-0.5,-0.15
521,3,-0.54,-0.14
521,4,-0.51,0.21
521,5,-0.45,0.18
521,6,-0.53,-0.04
521,7,-0.47,-0.11
522,1,0,0
522,2,-0.25,-0.07
522,3,0.36,0.99
522,4,0.87,1.03
522,5,0.32,0.89
522,6,-0.02,0.16
522,7,-0.03,-0.04
523,1,0,0
523,2,-0.99,-0.37
523,3,-0.92,-0.35
523,4,-0.8,-0.27
523,5,-0.85,-0.28
523,6,-1.3,-0.79
523,7,-1.41,-1.12
524,1,-0.45,0
524,2,-0.64,-0.37
524,3,-0.66,-0.46
524,4,-0.6,-0.43
524,5,-0.57,-0.4
524,6,-0.24,0.31
524,7,0.29,0.88
525,1,0,0
525,2,0.23,-0.11
525,3,-0.45,-0.2
525,4,-0.35,-0.24
525,5,-0.44,-0.34
525,6,-0.04,-0.07
525,7,0.02,-0.1
526,1,0,0
526,2,0.0,-0.18
526,3,0.02,-0.13
526,4,-0.53,-0.39
526,5,0.27,-0.07
526,6,2.48,1.28
526,7,1.34,1.31
527,1,0,0
527,2,-0.44,-0.23
527,3,-0.19,-0.29
527,4,-0.18,-0.35
527,5,-1.93,-0.46
527,6,-1.82,-0.43
527,7,-1.99,-0.5
528,1,-0.34,0
528,2,-0.35,0
528,3,-0.37,2.0
528,4,-0.34,2.0
528,5,-0.29,4.68
528,6,-0.34,3.65
528,7,-0.31,4.38
529,1,0,0
529,2,-0.34,-0.24
529,3,-0.41,-0.28
529,4,-1.32,-0.38
529,5,-0.84,-0.43
529,6,-0.57,-0.53
529,7,-0.4,-0.55
530,1,0,0
530,2,-0.4,0
530,3,-0.11,-0.39
530,4,-0.49,-0.54
530,5,1.43,-0.4
530,6,1.84,-0.22
530,7,1.97,-0.15
531,1,0,0
531,2,-0.41,0
531,3,-0.6,-0.42
531,4,-0.28,-0.26
531,5,-0.44,-0.37
531,6,0.13,-0.11
531,7,0.96,0.15
532,1,0,0
532,2,-0.5,-0.23
532,3,-0.4,-0.2
532,4,0.44,-0.22
532,5,-1.2,-0.29
532,6,-0.88,-0.4
532,7,0.38,-0.3
533,1,0,0
533,2,-1.06,-0.9
533,3,-0.43,-0.63
533,4,-0.03,0.13
533,5,-0.42,-0.25
533,6,-0.66,-0.62
533,7,-0.44,-0.62
534,1,0,0
534,2,-0.5,-0.64
534,3,-0.83,-0.72
534,4,0.57,0.03
534,5,-0.19,-0.51
534,6,0.15,-0.48
534,7,0.04,-0.57
535,1,0,0
535,2,-0.1,-0.37
535,3,0.4,-0.47
535,4,0.38,0.33
535,5,2.43,1.55
535,6,3.43,1.57
535,7,2.07,1.73
536,1,0,0
536,2,3.12,1.04
536,3,1.83,2.28
536,4,4.92,3.52
536,5,14.86,5.54
536,6,11.84,5.28
536,7,17.52,4.9
537,1,0,0
537,2,-0.54,-0.41
537,3,-0.68,-0.43
537,4,-0.74,-0.36
537,5,-0.82,-0.63
537,6,-0.8,-0.63
537,7,-0.48,-0.28
538,1,0,0
538,2,0.73,-0.16
538,3,-0.73,-0.18
538,4,-2.16,-0.25
538,5,-1.72,-0.53
538,6,-1.28,-0.65
538,7,-1.24,-0.71
539,1,-0.86,0
539,2,-0.52,0
539,3,-0.56,-0.46
539,4,-0.57,2.64
539,5,-0.54,0.46
539,6,-0.56,-0.46
539,7,-0.54,-0.53
540,1,-0.5,0
540,2,-0.5,0
540,3,-0.65,-0.46
540,4,-0.52,-0.66
540,5,-0.62,-0.47
540,6,-0.66,-0.51
540,7,-0.59,-0.48
541,1,0,0
541,2,-0.17,-0.27
541,3,-0.23,-0.46
541,4,-1.97,-0.43
541,5,-1.06,-0.26
541,6,-0.86,-0.13
541,7,-1.5,-0.22
542,1,0,0
542,2,0,-0.41
542,3,-0.2,-0.58
542,4,-1.25,-0.82
542,5,0.37,-0.6
542,6,-0.68,-0.71
542,7,0.03,-0.71
543,1,0,0
543,2,-0.5,-0.23
543,3,-1.52,-0.23
543,4,-1.23,-0.29
543,5,-1.04,-0.49
543,6,-1.04,-0.51
543,7,-1.13,-0.61
544,1,-0.45,0
544,2,-0.56,-0.55
544,3,-0.71,-1.08
544,4,-0.54,-1.02
544,5,-0.77,-1.07
544,6,-0.73,-0.7
544,7,-0.23,0.84
545,1,0,0
545,2,-0.57,-0.4
545,3,-0.97,-0.67
545,4,-1.15,-0.74
545,5,-0.37,-0.58
545,6,-1.01,-0.64
545,7,-3.36,-0.62
546,1,0,0
546,2,0.38,-0.27
546,3,-0.29,-0.09
546,4,-0.98,-0.63
546,5,-0.62,-0.52
546,6,-0.23,-0.22
546,7,-0.14,-0.12
547,1,0,0
547,2,-0.71,-0.35
547,3,0.49,0.1
547,4,0.87,-0.05
547,5,3.78,1.23
547,6,11.99,2.06
547,7,17.26,2.46
548,1,0,0
548,2,-1.42,0
548,3,-3.69,1.15
548,4,0.53,1.15
548,5,0.05,1.15
548,6,1.01,1.15
548,7,0.41,1.15
549,1,0,0
549,2,-0.5,-0.19
549,3,-0.8,-0.22
549,4,-1.37,-0.23
549,5,-1.0,-0.31
549,6,1.05,-0.16
549,7,0.42,-0.31
550,1,0,0
550,2,-0.66,-0.06
550,3,-1.14,-0.3
550,4,-0.37,0.74
550,5,-0.32,0.45
550,6,-0.31,0.3
550,7,-0.39,-0.13
551,1,0,0
551,2,-0.77,-0.52
551,3,-0.68,-0.63
551,4,-0.88,-0.83
551,5,-1.55,-0.69
551,6,-0.92,-0.63
551,7,-0.58,-0.44
552,1,0,0
552,2,-0.19,0.45
552,3,-0.05,0.87
552,4,0.13,1.39
552,5,2.13,3.92
552,6,5.34,4.67
552,7,6.22,4.57
553,1,0,0
553,2,0,0
553,3,-0.25,-0.3
553,4,-0.81,-0.55
553,5,-0.21,-0.4
553,6,-0.72,-0.43
553,7,-0.85,-0.46
554,1,0,0
554,2,-0.5,0
554,3,-0.58,-0.32
554,4,-0.8,-0.37
554,5,-0.64,-0.27
554,6,0.08,0.13
554,7,0.5,0.16
555,1,0,0
555,2,-0.5,-0.36
555,3,-0.48,0.35
555,4,-1.39,-0.03
555,5,-0.8,-0.2
555,6,-0.88,0.14
555,7,-0.57,0.34
556,1,0,0
556,2,1.29,-0.42
556,3,-0.45,-0.12
556,4,0.47,0.51
556,5,0.03,-0.15
556,6,0.76,0.31
556,7,0.64,0.72
557,1,0,0
557,2,-0.33,0
557,3,-0.96,-0.48
557,4,-0.36,-0.55
557,5,-0.72,-0.53
557,6,-0.69,-0.6
557,7,-0.57,-0.5
558,1,0,0
558,2,-0.19,-0.27
558,3,-1.11,-0.63
558,4,-0.52,-0.53
558,5,-0.37,-0.39
558,6,-0.42,-0.4
558,7,-0.4,-0.32
559,1,-0.38,0
559,2,-0.43,-0.48
559,3,-0.23,1.45
559,4,-0.42,-0.16
559,5,-0.52,-0.2
559,6,-0.58,-0.18
559,7,-0.44,-0.19
560,1,0,0
560,2,-0.57,-0.2
560,3,-0.65,-0.11
560,4,-0.78,0.01
560,5,-0.68,0.35
560,6,-0.61,0.2
560,7,-0.61,0.28
561,1,0,0
561,2,-0.42,-0.19
561,3,-0.51,-0.22
561,4,-0.43,0.27
561,5,-0.48,-0.28
561,6,0.58,0.4
561,7,1.72,0.32
562,1,0,0
562,2,0,-0.19
562,3,-0.42,-0.44
562,4,2.59,2.36
562,5,12.99,4.82
562,6,8.55,4.73
562,7,8.33,4.63
563,1,0,0
563,2,0.29,0.37
563,3,-0.47,-0.29
563,4,-0.42,-0.26
563,5,-0.41,-0.2
563,6,-0.46,-0.28
563,7,-0.5,-0.3
564,1,0,0
564,2,-0.46,-0.23
564,3,-0.5,-0.31
564,4,-0.32,-0.09
564,5,-0.37,-0.23
564,6,-0.29,-0.07
564,7,-0.52,-0.32
565,1,0,0
565,2,3.93,-0.14
565,3,1.63,-0.2
565,4,1.69,-0.2
565,5,4.35,0.38
565,6,3.85,1.22
565,7,2.72,1.68
566,1,0,0
566,2,0,-0.19
566,3,0.55,1.01
566,4,3.86,1.58
566,5,1.8,0.43
566,6,0.85,0.35
566,7,1.51,0.71
567,1,0,0
567,2,-0.63,-0.52
567,3,-0.7,-0.77
567,4,-0.59,-0.84
567,5,0.44,-0.12
567,6,-0.55,-0.6
567,7,-0.46,-0.38
568,1,0,0
568,2,-1.23,-0.4
568,3,-0.8,-0.19
568,4,-0.51,-0.47
568,5,-0.63,-0.36
568,6,-1.44,-0.49
568,7,-0.74,-0.36
569,1,0,0
569,2,-0.57,-0.48
569,3,-0.77,-1.01
569,4,-0.37,-0.32
569,5,-0.43,-0.3
569,6,-0.42,-0.39
569,7,-0.47,-0.42
570,1,0,0
570,2,0,-0.14
570,3,-0.19,-0.21
570,4,1.55,-0.15
570,5,-0.69,-0.24
570,6,-1.59,-0.55
570,7,-0.93,-0.61
571,1,0,0
571,2,-0.54,-0.52
571,3,-0.24,-0.03
571,4,-0.3,-0.37
571,5,-0.17,-0.42
571,6,-0.98,-0.72
571,7,-1.11,-0.54
572,1,0,0
572,2,-0.5,-0.22
572,3,-0.32,0.11
572,4,0.83,0.41
572,5,-0.49,-0.23
572,6,-0.48,-0.02
572,7,-0.43,0.21
573,1,0,0
573,2,0.0,-0.04
573,3,2.15,0.94
573,4,0.16,-0.09
573,5,-0.7,-0.17
573,6,-0.37,0.14
573,7,-0.49,0.08
574,1,0,0
574,2,0,4.68
574,3,1.62,1.08
574,4,0.55,0.14
574,5,15.65,3.53
574,6,14.68,3.25
574,7,19.89,4.16
575,1,0,0
575,2,-0.58,-0.21
575,3,-0.54,-0.27
575,4,0.99,0.06
575,5,0.86,-0.15
575,6,0.55,-0.04
575,7,0.49,0.12
576,1,0,0
576,2,-0.42,-0.25
576,3,-0.42,-0.24
576,4,-0.44,-0.34
576,5,-0.61,-0.39
576,6,-1.14,-0.5
