districtid,timeid,neighborhoodzscore,statezscore
259,4,-0.59,0.64
259,5,-0.56,2.32
259,6,-0.55,2.55
259,7,-0.58,1.47
260,1,0,0
260,2,-0.58,-0.19
260,3,0.0,-0.21
260,4,-0.32,-0.2
260,5,-0.21,-0.26
260,6,0.27,-0.18
260,7,1.05,-0.22
261,1,0,0
261,2,-0.41,-0.23
261,3,-0.47,-0.28
261,4,-0.65,-0.39
261,5,-0.54,-0.54
261,6,-0.47,-0.49
261,7,-0.59,-0.44
262,1,0,0
262,2,0,0
262,3,0,-0.58
262,4,0,-1.15
262,5,0,-1.14
262,6,0,-1.11
262,7,0,-1.12
263,1,0,0
263,2,-0.41,-0.52
263,3,-0.81,-1.01
263,4,-0.57,-0.81
263,5,-0.35,-0.56
263,6,-0.66,-0.67
263,7,-0.57,-0.44
264,1,0,0
264,2,-0.6,-0.22
264,3,-0.65,-0.74
264,4,-0.94,-0.9
264,5,-1.01,-0.62
264,6,-0.62,-0.54
264,7,-0.53,-0.44
265,1,0,0
265,2,-1.1,-0.4
265,3,0.92,0.63
265,4,0.29,-0.54
265,5,-0.41,-0.61
265,6,0.04,-0.54
265,7,0.64,-0.38
266,1,0,0
266,2,0,-0.19
266,3,-0.6,-0.38
266,4,0.25,0.73
266,5,-0.11,0.6
266,6,0.11,1.06
266,7,0.08,1.08
267,1,0,0
267,2,-1.09,-0.57
267,3,1.29,0.02
267,4,-0.23,-0.41
267,5,0.24,-0.06
267,6,1.28,0.78
267,7,0.68,0.53
268,1,0,0
268,2,0,0
268,3,-0.99,-0.62
268,4,-0.5,-0.69
268,5,-0.81,-0.38
268,6,-0.16,-0.23
268,7,0.08,-0.28
269,1,-0.45,0
269,2,-0.44,-0.58
269,3,-0.27,0.33
269,4,-0.35,0.56
269,5,0.28,2.11
269,6,0.62,2.22
269,7,0.34,1.8
270,1,-0.7,0
270,2,-0.71,0
270,3,-0.71,-0.62
270,4,-0.71,-0.43
270,5,-0.71,-0.3
270,6,-0.71,-0.42
270,7,-0.71,-0.31
271,1,0,0
271,2,0,0
271,3,-0.44,-0.27
271,4,-0.68,-0.4
271,5,-0.39,-0.13
271,6,-0.15,0.55
271,7,-0.47,-0.25
272,1,0,0
272,2,0,0
272,3,13.5,2.56
272,4,4.41,2.46
272,5,13.97,2.98
272,6,18.37,2.84
272,7,7.81,2.9
273,1,-0.63,0
273,2,-0.65,0
273,3,-0.65,-0.27
273,4,-0.64,0.09
273,5,-0.64,0.1
273,6,-0.64,0.99
273,7,-0.64,-0.14
274,1,0,0
274,2,0,-0.22
274,3,10.96,3.13
274,4,2.89,2.6
274,5,7.28,2.68
274,6,3.59,2.82
274,7,1.89,1.6
275,1,0,0
275,2,-0.71,-0.9
275,3,-0.07,-0.78
275,4,-0.35,-0.25
275,5,-0.05,0.27
275,6,-0.01,0.21
275,7,-0.05,0.68
276,1,0,0
276,2,-0.51,-0.19
276,3,-0.54,-0.23
276,4,-0.37,-0.24
276,5,-0.54,-0.5
276,6,-0.21,-0.4
276,7,-0.25,-0.28
277,1,0,0
277,2,-0.51,-0.27
277,3,-0.53,-0.59
277,4,-0.84,-0.37
277,5,-0.76,-0.61
277,6,-0.55,-0.53
277,7,-0.46,-0.45
278,1,0,0
278,2,-0.5,-0.35
278,3,-0.45,-0.39
278,4,0.56,0.13
278,5,0.24,-0.41
278,6,2.19,-0.21
278,7,0.62,-0.22
279,1,-0.5,0
279,2,-0.5,1.14
279,3,-0.5,1.51
279,4,-0.47,2.42
279,5,-0.39,3.35
279,6,-0.39,2.81
279,7,-0.46,1.65
280,1,0,0
280,2,1.3,-0.37
280,3,0.36,-0.31
280,4,-0.71,-0.57
280,5,-0.49,-0.51
280,6,-0.83,-0.51
280,7,0.57,-0.06
281,1,0,0
281,2,-0.54,-0.35
281,3,0.21,-0.56
281,4,-0.16,-0.3
281,5,-0.78,-0.51
281,6,-0.37,-0.42
281,7,-0.34,-0.39
282,1,0,0
282,2,-0.41,-0.37
282,3,-0.66,-0.42
282,4,-0.28,-0.41
282,5,-0.44,-0.6
282,6,-0.31,-0.75
282,7,-0.29,-0.91
283,1,0,0
283,2,-0.81,-0.64
283,3,-0.5,-0.46
283,4,-0.94,-0.45
283,5,-0.88,-0.44
283,6,-0.91,-0.55
283,7,-1.19,-0.85
284,1,0,0
284,2,-0.38,-0.35
284,3,-0.03,-0.37
284,4,-0.25,-0.45
284,5,-0.32,-0.45
284,6,-0.34,-0.43
284,7,-0.39,-0.45
285,1,0,0
285,2,-0.71,-0.64
285,3,0.32,-0.59
285,4,-0.71,-0.58
285,5,-0.14,-0.52
285,6,-0.11,-0.62
285,7,0.6,-0.52
286,1,0,0
286,2,-0.9,-0.55
286,3,-0.49,-0.45
286,4,-0.35,-0.52
286,5,-0.09,-0.29
286,6,0.13,-0.16
286,7,-0.53,-0.6
287,1,0,0
287,2,0.08,1.81
287,3,0.17,1.19
287,4,0.26,0.17
287,5,-1.28,-0.6
287,6,-0.66,-0.46
287,7,0.29,-0.21
288,1,0,0
288,2,-0.38,-0.25
288,3,-0.19,-0.65
288,4,-0.47,-0.34
288,5,-0.76,-0.27
288,6,-0.82,-0.25
288,7,-0.6,-0.22
289,1,-0.5,0
289,2,-0.5,-0.25
289,3,-0.49,-0.28
289,4,-0.51,-0.38
289,5,-0.5,-0.45
289,6,-0.52,-0.62
289,7,-0.57,-0.66
290,1,0,0
290,2,-0.5,-0.36
290,3,-0.38,-0.3
290,4,0.21,1.07
290,5,-0.74,0.08
290,6,-0.89,-0.35
290,7,-0.71,-0.62
291,1,0,0
291,2,-0.69,-0.52
291,3,-0.9,-0.86
291,4,-1.55,-0.95
291,5,-0.53,-0.4
291,6,-0.47,0.12
291,7,-0.12,0.05
292,1,0,0
292,2,-0.39,-0.07
292,3,-0.42,-0.1
292,4,-0.38,-0.06
292,5,-0.24,-0.03
292,6,-0.17,-0.07
292,7,-0.1,-0.05
293,1,0,0
293,2,0,-0.4
293,3,-1.54,-0.69
293,4,-0.5,-0.62
293,5,-0.56,-0.59
293,6,-0.56,-0.54
293,7,-0.84,-0.58
294,1,0,0
294,2,-0.6,-0.36
294,3,10.28,4.2
294,4,2.93,3.76
294,5,2.84,4.9
294,6,0.18,2.08
294,7,-0.39,0.28
295,1,0,0
295,2,-0.45,-0.22
295,3,0.18,1.27
295,4,-0.6,-0.44
295,5,-0.36,-0.06
295,6,-0.39,-0.37
295,7,-1.05,-0.44
296,1,0,0
296,2,0,-0.19
296,3,-0.79,-0.66
296,4,-0.49,-0.56
296,5,-0.45,-0.35
296,6,-0.53,-0.4
296,7,-0.48,-0.34
297,1,-0.38,0
297,2,-0.37,1.5
297,3,-0.35,3.12
297,4,-0.35,5.97
297,5,-0.32,2.04
297,6,-0.32,0.34
297,7,-0.33,0.57
298,1,0,0
298,2,-0.6,-0.57
298,3,0.26,-0.35
298,4,0.32,-0.37
298,5,2.32,0.63
298,6,2.21,0.17
298,7,0.86,-0.11
299,1,-0.65,0
299,2,-0.65,-0.04
299,3,-0.64,2.37
299,4,-0.63,3.92
299,5,-0.56,2.44
299,6,-0.54,0.61
299,7,-0.6,0.58
300,1,0,0
300,2,-0.64,-0.35
300,3,0.69,0.46
300,4,0.38,-0.0
300,5,-0.33,-0.02
300,6,-0.24,-0.08
300,7,-0.21,-0.29
301,1,0,0
301,2,0,-0.23
301,3,1.88,-0.21
301,4,-0.6,-0.28
301,5,-0.31,-0.35
301,6,-0.01,-0.27
301,7,-0.4,-0.43
302,1,0,0
302,2,-0.51,-0.22
302,3,-0.69,-0.22
302,4,-0.26,-0.08
302,5,0.17,0.29
302,6,0.25,0.02
302,7,1.35,0.23
303,1,1.79,0
303,2,-0.45,0
303,3,-0.45,0
303,4,-0.4,0
303,5,-0.3,0
303,6,0.02,0
303,7,0.11,0
304,1,0,0
304,2,-0.44,-0.22
304,3,-0.73,-0.78
304,4,-0.64,-0.82
304,5,-0.55,-0.56
304,6,-0.37,-0.41
304,7,-0.57,-0.47
305,1,0,0
305,2,0,2.51
305,3,-0.29,-0.01
305,4,-0.3,-0.13
305,5,1.88,0.72
305,6,3.04,-0.13
305,7,-0.43,-0.37
306,1,0,0
306,2,0,-0.27
306,3,-0.66,-0.23
306,4,-0.15,-0.38
306,5,0.06,-0.3
306,6,0.57,-0.02
306,7,-0.1,-0.28
307,1,0,0
307,2,-0.5,-0.25
307,3,2.74,-0.28
307,4,-0.27,-0.37
307,5,-0.41,-0.45
307,6,0.9,-0.58
307,7,0.56,-0.53
308,1,0,0
308,2,2.38,0.31
308,3,1.16,0.04
308,4,-0.38,-0.18
308,5,-1.14,-0.31
308,6,-1.07,-0.24
308,7,-0.67,-0.01
309,1,0,0
309,2,2.19,-0.19
309,3,0.44,-0.02
309,4,4.55,0.28
309,5,5.1,0.91
309,6,6.77,1.99
309,7,7.47,1.84
310,1,0,0
310,2,-0.38,-0.22
310,3,0.14,-0.04
310,4,-0.22,0.18
310,5,-0.23,-0.34
310,6,-0.31,-0.5
310,7,-0.37,-0.41
311,1,0,0
311,2,-0.43,-0.23
311,3,-0.49,-0.33
311,4,-0.47,-0.38
311,5,-0.46,-0.46
311,6,-0.57,-0.35
311,7,-0.81,-0.47
312,1,-0.58,0
312,2,-0.51,1.4
312,3,-0.47,0.85
312,4,-0.55,0.38
312,5,-0.24,0.8
312,6,-0.29,-0.16
312,7,-0.52,-0.37
313,1,0,0
313,2,-0.45,-0.37
313,3,0.01,0.5
313,4,-0.6,-0.36
313,5,-0.25,-0.34
313,6,1.32,0.14
313,7,0.08,-0.16
314,1,-0.59,0
314,2,-0.59,0.2
314,3,-0.51,4.02
314,4,-0.47,3.56
314,5,-0.49,2.34
314,6,-0.51,1.57
314,7,-0.46,2.31
315,1,0,0
315,2,0,-0.23
315,3,2.19,0.03
315,4,0.88,0.57
315,5,2.83,2.42
315,6,12.54,2.33
315,7,8.8,3.12
316,1,0,0
316,2,0,0
316,3,2.32,2.44
316,4,0.75,1.43
316,5,-0.86,-0.47
316,6,-0.45,-0.18
316,7,-0.51,-0.11
317,1,0,0
317,2,-0.47,-0.35
317,3,-0.82,-0.93
317,4,-0.42,-0.5
317,5,-0.56,-0.58
317,6,-0.53,-0.61
317,7,-0.59,-0.64
318,1,0,0
318,2,-0.33,-0.4
318,3,-0.74,-0.65
318,4,-1.07,-0.65
318,5,-0.61,-0.62
318,6,-1.02,-0.7
318,7,-1.72,-0.68
319,1,0,0
319,2,-1.11,-0.27
319,3,-0.56,0.61
319,4,-0.53,1.01
319,5,-0.88,-0.21
319,6,-1.41,-0.56
319,7,-1.4,-0.49
320,1,0,0
320,2,-0.43,-0.21
320,3,-0.72,-0.33
320,4,-0.44,-0.32
320,5,-0.84,-0.29
320,6,-1.86,-0.38
320,7,-0.93,-0.35
321,1,0,0
321,2,-0.42,-0.35
321,3,-0.35,-0.41
321,4,-0.22,-0.1
321,5,-0.32,0.02
321,6,-0.43,-0.18
321,7,-0.41,-0.19
322,1,0,0
322,2,-1.48,-0.41
322,3,-0.39,-0.06
322,4,0.21,0.72
322,5,1.71,1.79
322,6,1.63,2.11
322,7,0.32,1.14
323,1,0,0
323,2,-1.1,-0.48
323,3,0.85,0.78
323,4,0.31,-0.2
323,5,-0.22,-0.21
323,6,0.1,-0.1
323,7,0.25,0.09
324,1,0,0
324,2,-0.59,-0.35
324,3,-0.65,-0.71
324,4,-0.59,-0.22
324,5,-1.54,-0.71
324,6,-0.94,-0.61
324,7,-1.08,-0.59
325,1,0,0
325,2,-0.6,-0.48
325,3,-1.02,-0.86
325,4,-0.69,-0.39
325,5,-1.03,-0.31
325,6,-0.91,-0.31
325,7,-1.26,-0.29
326,1,0,0
326,2,-0.38,-0.22
326,3,1.51,1.75
326,4,0.74,0.5
326,5,-0.47,0.13
326,6,-0.38,-0.02
326,7,-0.5,-0.18
327,1,0,0
327,2,-0.12,-0.22
327,3,1.91,-0.26
327,4,0.31,-0.36
327,5,-1.16,-0.45
327,6,-0.93,-0.59
327,7,-1.17,-0.65
328,1,0,0
328,2,0,-0.37
328,3,2.02,-0.28
328,4,-0.13,-0.32
328,5,1.06,-0.19
328,6,1.46,0.02
328,7,2.62,0.23
329,1,0,0
329,2,0,0
329,3,-0.07,0.15
329,4,-0.09,0.16
329,5,-0.2,0.04
329,6,-0.24,0.04
329,7,-0.28,0.04
330,1,0,0
330,2,-0.15,-0.16
330,3,-1.13,-0.33
330,4,-1.35,-0.4
330,5,-0.32,-0.3
330,6,0.24,-0.26
330,7,-0.53,-0.31
331,1,0,0
331,2,0.0,-0.28
331,3,0.8,0.58
331,4,-0.44,-0.46
331,5,-0.02,-0.22
331,6,-0.17,-0.4
331,7,-0.08,-0.2
332,1,0,0
332,2,0,0
332,3,0.57,1.66
332,4,0.25,1.28
332,5,-0.16,0.72
332,6,-0.48,0.36
332,7,-0.75,-0.02
333,1,0,0
333,2,1.67,0.84
333,3,-0.62,-1.16
333,4,-1.5,-1.53
333,5,-1.05,-0.77
333,6,-1.33,-1.04
333,7,-0.9,-1.28
334,1,0,0
334,2,22.5,6.7
334,3,7.86,6.1
334,4,18.06,4.56
334,5,20.27,3.56
334,6,22.11,4.85
334,7,18.01,4.67
335,1,0,0
335,2,0,0.35
335,3,16.51,0.15
335,4,21.16,0.22
335,5,11.21,0.68
335,6,21.84,2.26
335,7,12.79,1.94
336,1,0,0
336,2,0,-0.36
336,3,-3.85,0.08
336,4,-0.26,0.32
336,5,-0.5,-0.25
336,6,-0.9,-0.5
336,7,-0.89,-0.25
337,1,0,0
337,2,8.43,2.86
337,3,8.03,3.44
337,4,7.52,2.82
337,5,0.99,1.49
337,6,3.11,2.95
337,7,7.64,4.29
338,1,0,0
338,2,-0.57,-0.36
338,3,-0.65,-0.56
338,4,-0.92,-0.65
338,5,-1.35,-0.69
338,6,-1.19,-0.71
338,7,-0.82,-0.46
339,1,0,0
339,2,13.23,4.48
339,3,4.42,2.16
339,4,0.31,0.37
339,5,0.25,-0.06
339,6,0.07,0.06
339,7,-0.25,-0.02
340,1,0,0
340,2,0.03,0.34
340,3,1.47,0.97
340,4,1.37,1.8
340,5,1.02,1.76
340,6,0.78,1.45
340,7,4.11,2.89
341,1,0,0
341,2,0.73,-0.19
341,3,0.5,-0.49
341,4,0.21,-0.23
341,5,-0.46,-0.58
341,6,-0.05,-0.4
341,7,-0.17,-0.41
342,1,0,0
342,2,0.03,-0.17
342,3,0.38,-0.19
342,4,1.16,-0.03
342,5,1.05,0.02
342,6,1.3,0.36
342,7,1.69,0.21
343,1,0,0
343,2,-0.59,-0.25
343,3,-0.51,-0.27
343,4,-0.54,-0.33
343,5,-0.56,-0.37
343,6,-0.71,-0.51
343,7,-0.62,-0.55
344,1,0,0
344,2,-0.45,-0.4
344,3,-0.06,-0.11
344,4,-0.59,-0.37
344,5,0.06,0.09
344,6,-1.24,-0.66
344,7,-1.76,-0.67
345,1,0,0
345,2,0,0
345,3,-0.45,-0.48
345,4,0.58,-0.26
345,5,0.51,-0.33
345,6,0.45,-0.36
345,7,0.19,-0.19
346,1,0,0
346,2,-0.5,-0.52
346,3,5.97,0.19
346,4,1.44,-0.2
346,5,2.27,0.1
346,6,31.24,1.27
346,7,43.32,3.83
347,1,0,0
347,2,-0.5,-0.23
347,3,1.32,-0.2
347,4,1.54,-0.2
347,5,0.07,-0.22
347,6,0.69,0.55
347,7,1.16,1.33
348,1,0,0
348,2,0,0.16
348,3,-0.86,-0.82
348,4,-0.83,-0.59
348,5,-1.58,-0.72
348,6,-1.43,-0.68
348,7,-1.11,-0.44
349,1,0,0
349,2,-0.48,-0.57
349,3,-0.48,-1.01
349,4,-1.06,-1.37
349,5,0.78,-0.26
349,6,-2.3,-0.79
349,7,-0.27,-0.52
350,1,0,0
350,2,0,-0.19
350,3,-0.64,-0.11
350,4,0.45,1.38
350,5,0.08,-0.04
350,6,-0.32,-0.1
350,7,-0.14,0.03
351,1,0,0
351,2,-0.41,-0.19
351,3,0.96,0.84
351,4,0.22,0.81
351,5,-0.66,-0.4
351,6,-0.73,-0.36
351,7,-0.58,-0.4
352,1,0,0
352,2,-0.06,-0.12
352,3,2.97,1.19
352,4,2.15,0.52
352,5,0.44,0.54
352,6,-0.43,-0.07
352,7,-0.5,-0.27
353,1,0,0
353,2,0.0,-0.13
353,3,0.73,1.22
353,4,-0.53,-0.74
353,5,-0.72,-0.36
353,6,-0.59,-0.42
353,7,-0.54,-0.49
354,1,0,0
354,2,-0.73,-0.23
354,3,-0.61,-0.3
354,4,-0.83,-0.42
354,5,-0.86,-0.37
354,6,0.08,-0.11
354,7,-0.98,-0.26
355,1,-0.38,0
355,2,-0.36,4.15
355,3,-0.39,-0.03
355,4,-0.42,-0.36
355,5,-0.42,-0.32
355,6,-0.45,-0.97
355,7,-0.44,-0.9
356,1,0,0
356,2,0.27,-0.07
356,3,1.67,0.13
356,4,0.51,-0.44
356,5,-0.31,-0.59
356,6,0.03,-0.22
356,7,0.62,0.41
357,1,0,0
357,2,6.03,-0.04
357,3,1.2,-0.53
357,4,1.85,-0.18
357,5,23.21,1.2
357,6,5.38,0.08
357,7,2.41,-0.1
358,1,0,0
358,2,-0.41,0
358,3,-1.0,-0.49
358,4,-2.25,-0.62
358,5,-1.41,-0.57
358,6,-1.87,-0.78
358,7,-1.69,-0.83
359,1,0,0
359,2,0.0,-0.09
359,3,-0.67,-0.64
359,4,-0.05,-0.38
359,5,-0.58,-0.37
359,6,-1.69,-0.58
359,7,-1.17,-0.33
360,1,0,0
360,2,-0.5,-0.4
360,3,-0.03,-0.38
360,4,-0.68,-0.12
360,5,-1.99,-0.51
360,6,-0.79,-0.57
360,7,-1.39,-0.36
361,1,0,0
361,2,-0.71,-0.37
361,3,-0.65,-0.35
361,4,-0.83,-0.43
361,5,-1.22,-0.63
361,6,-1.2,-1.03
361,7,-1.06,-0.83
362,1,0,0
362,2,33.06,4.41
362,3,4.62,3.25
362,4,4.24,2.64
362,5,4.75,3.54
362,6,4.97,2.9
362,7,8.5,2.14
363,1,0,0
363,2,-0.5,-0.23
363,3,0.04,-0.22
363,4,0.02,-0.26
363,5,0.31,-0.07
363,6,-0.21,-0.09
363,7,-0.3,-0.2
364,1,0,0
364,2,0,-0.19
364,3,-0.28,0.12
364,4,0.34,0.0
364,5,-0.12,-0.27
364,6,-0.35,-0.39
364,7,-0.25,-0.36
365,1,0,0
365,2,-0.37,0.02
365,3,-0.2,-0.45
365,4,-0.44,-0.74
365,5,-1.27,-0.61
365,6,-1.52,-0.76
365,7,-2.24,-0.75
366,1,0,0
366,2,-0.5,-0.37
366,3,-1.61,-0.41
366,4,-0.76,-0.42
366,5,-0.93,-0.65
366,6,-0.67,-0.56
366,7,-0.89,-0.45
367,1,-0.41,0
367,2,-0.4,3.03
367,3,-0.44,1.61
367,4,-0.31,0.99
367,5,-0.33,0.02
367,6,-0.34,-0.06
367,7,-0.4,-0.19
368,1,0,0
368,2,-0.37,-0.36
368,3,-0.09,-0.51
368,4,-0.39,-0.59
368,5,-0.72,-0.41
368,6,-0.33,-0.5
368,7,-0.14,-0.42
369,1,0,0
369,2,0,0
369,3,-0.89,-0.5
369,4,-1.06,-0.59
369,5,-1.68,-0.56
369,6,-1.49,-0.75
369,7,-1.98,-0.79
370,1,0,0
370,2,1.56,-0.14
370,3,0.03,-0.13
370,4,0.11,-0.17
370,5,0.48,-0.19
370,6,-0.58,-0.41
370,7,-0.24,-0.05
371,1,-0.37,0
371,2,-0.38,0
371,3,-0.4,-0.27
371,4,-0.38,-0.4
371,5,-0.39,-0.37
371,6,-0.4,-0.76
371,7,-0.39,-0.54
372,1,0,0
372,2,-0.41,-0.08
372,3,-0.45,-0.08
372,4,-0.44,-0.04
372,5,-0.34,0.38
372,6,-0.27,0.55
372,7,-0.53,-0.01
373,1,0,0
373,2,0,-0.36
373,3,-0.55,-0.57
373,4,-0.18,-0.01
373,5,-0.41,-0.29
373,6,-0.4,-0.28
373,7,-0.67,-0.56
374,1,0,0
374,2,-0.5,0
374,3,0.51,1.67
374,4,2.24,2.36
374,5,0.47,0.38
374,6,-0.3,0.49
374,7,0.48,1.6
375,1,0,0
375,2,-0.39,-0.35
375,3,-0.04,-0.35
375,4,-0.25,-0.11
375,5,-0.22,-0.21
375,6,-0.43,-0.43
375,7,-0.58,-0.53
376,1,0,0
376,2,1.79,0.84
376,3,2.09,1.63
376,4,1.64,0.13
376,5,0.51,-0.5
376,6,0.13,-0.58
376,7,0.57,-0.09
377,1,0,0
377,2,-0.42,-0.27
377,3,-0.57,-0.76
377,4,-0.69,-0.6
377,5,-0.53,-0.61
377,6,-0.42,-0.44
377,7,-0.35,-0.32
378,1,0,0
378,2,97.15,2.73
378,3,7.2,1.14
378,4,11.58,2.09
378,5,13.19,2.93
378,6,22.11,3.07
378,7,19.28,2.78
379,1,0,0
379,2,-0.71,-0.19
379,3,-0.66,-0.21
379,4,0.01,-0.21
379,5,-0.08,0.01
379,6,-0.59,0.01
379,7,-0.84,-0.23
380,1,0,0
380,2,-0.01,0.16
380,3,-1.45,-0.85
380,4,-0.55,-0.48
380,5,-0.74,-0.54
380,6,-0.48,-0.4
380,7,-0.51,-0.48
381,1,0,0
381,2,0,0
381,3,-20.42,-0.59
381,4,-1.76,-0.54
381,5,-1.34,-0.53
381,6,-34.73,-0.51
381,7,-17.17,-0.55
382,1,0,0
382,2,-0.48,-0.4
382,3,-0.79,-0.66
382,4,-0.67,-0.53
382,5,-0.58,-0.51
382,6,-0.87,-0.69
382,7,-1.27,-0.6
383,1,0,0
383,2,-0.31,0.71
383,3,-0.25,0.71
383,4,4.05,0.71
383,5,-0.91,-0.71
383,6,-0.46,-0.71
383,7,-0.95,-0.71
384,1,0,0
384,2,-0.45,-0.37
384,3,0.51,-0.22
384,4,7.53,-0.27
384,5,1.41,-0.16
384,6,0.39,0.45
384,7,1.51,1.4
385,1,0,0
385,2,-0.45,-0.19
385,3,0.53,-0.22
385,4,-0.67,-0.24
385,5,-0.9,-0.53
385,6,-1.49,-0.6
385,7,-3.6,-0.61
386,1,0,0
386,2,0.8,0.84
386,3,0.33,1.15
386,4,-0.39,-0.43
386,5,-0.36,-0.2
386,6,0.06,-0.05
386,7,-0.31,0.02
387,1,0,0
387,2,-0.52,-0.35
387,3,-0.78,-0.82
387,4,-1.02,-0.54
387,5,-0.08,-0.48
387,6,-0.68,-0.57
387,7,-0.58,-0.5
388,1,0,0
388,2,0,-0.52
388,3,2.68,-0.23
388,4,0.61,-0.47
388,5,1.47,-0.43
388,6,-0.1,-0.47
388,7,0.83,-0.23
389,1,0,0
389,2,-0.44,-0.57
389,3,0.38,0.87
389,4,-0.13,0.57
389,5,-0.51,-0.27
389,6,1.31,0.63
389,7,-0.02,-0.07
390,1,0,0
390,2,-0.45,-0.23
390,3,-0.7,-0.34
390,4,-0.36,-0.35
390,5,-0.33,-0.34
390,6,-0.38,-0.27
390,7,-0.51,-0.41
391,1,0,0
391,2,-0.73,-0.35
391,3,-0.41,-0.43
391,4,-0.8,-0.62
391,5,-0.51,-0.56
391,6,-0.54,-0.52
391,7,-0.58,-0.51
392,1,0,0
392,2,-0.61,-0.36
392,3,-0.5,0.31
392,4,-0.47,0.15
392,5,-0.99,-0.36
392,6,-0.77,-0.45
392,7,-0.61,-0.19
393,1,0,0
393,2,-0.52,-0.09
393,3,-0.62,-0.43
393,4,-0.15,-0.26
393,5,0.3,-0.13
393,6,-0.93,-0.49
393,7,-0.51,-0.27
394,1,0,0
394,2,-0.46,-0.57
394,3,0.57,1.27
394,4,-0.61,-0.08
394,5,-0.32,-0.23
394,6,-1.23,-0.53
394,7,-1.51,-0.71
395,1,0,0
395,2,1.66,-0.01
395,3,0.66,0.28
395,4,-0.43,-0.11
395,5,-0.21,-0.06
395,6,-0.46,-0.3
395,7,-0.54,-0.33
396,1,0,0
396,2,-0.37,-0.03
396,3,-0.56,-0.11
396,4,-0.46,0.21
396,5,-0.43,0.16
396,6,-0.42,0.21
396,7,-0.39,0.31
397,1,0,0
397,2,-0.44,-0.23
397,3,-0.42,-0.19
397,4,-0.45,-0.25
397,5,-0.47,-0.27
397,6,-0.63,-0.42
397,7,-0.73,-0.52
398,1,0,0
398,2,0,-0.09
398,3,-0.44,0.39
398,4,0.64,2.4
398,5,0.12,1.52
398,6,3.04,4.04
398,7,4.87,4.62
399,1,0,0
399,2,-0.5,-0.34
399,3,-0.8,-0.45
399,4,-0.73,-0.55
399,5,-1.35,-0.44
399,6,-0.53,-0.35
399,7,-0.57,-0.4
400,1,0,0
400,2,-0.45,-0.22
400,3,-0.86,-0.63
400,4,-0.87,-0.68
400,5,-0.65,-0.73
400,6,-0.52,-0.46
400,7,-0.44,-0.28
401,1,0,0
401,2,0,0
401,3,-0.84,-0.7
401,4,-0.6,-0.8
401,5,-0.48,-0.62
401,6,-0.83,-1.21
401,7,-0.35,-0.76
402,1,0,0
402,2,0,0
402,3,-0.58,-0.46
402,4,-0.54,-0.62
402,5,-1.81,-0.67
402,6,-0.6,-0.49
402,7,-1.16,-0.53
403,1,0,0
403,2,-0.86,-0.57
403,3,-0.15,-0.51
403,4,-0.73,-0.62
403,5,-0.83,-0.41
403,6,-1.11,-0.46
403,7,-0.9,-0.08
404,1,0,0
404,2,-0.48,-0.52
404,3,-0.5,-1.0
404,4,-0.73,-1.14
404,5,-0.34,-0.66
404,6,-0.72,-0.72
404,7,0.25,-0.41
405,1,0,0
405,2,-1.05,-0.48
405,3,-1.48,-1.0
405,4,-1.14,-0.47
405,5,-1.02,-0.36
405,6,-0.98,-0.48
405,7,-0.96,-0.48
406,1,0,0
406,2,-0.5,-0.22
406,3,-0.68,0.67
406,4,0.03,0.72
406,5,-0.84,0.06
406,6,-0.72,-0.23
406,7,-0.21,-0.17
407,1,-0.59,0
407,2,-0.39,0
407,3,-0.38,1.43
407,4,-0.45,-0.07
407,5,-0.38,1.39
407,6,-0.38,1.32
407,7,-0.38,2.38
408,1,0,0
408,2,-0.5,-0.48
408,3,-0.76,-0.76
408,4,-0.51,-0.39
408,5,-0.57,-0.27
408,6,-0.49,-0.4
408,7,-0.57,-0.41
409,1,-0.57,0
409,2,-0.58,0
409,3,-0.58,0
409,4,-0.58,-0.53
409,5,-0.58,-0.47
409,6,-0.58,0.67
409,7,-0.58,-0.02
410,1,0,0
410,2,-0.45,-0.23
410,3,-0.43,-0.21
410,4,-0.44,-0.33
410,5,-0.28,-0.19
410,6,0.53,0.43
410,7,-0.16,-0.0
411,1,0,0
411,2,0,0
411,3,3.4,3.92
411,4,3.46,3.68
411,5,1.94,3.42
411,6,1.14,3.01
411,7,0.59,2.41
412,1,0,0
412,2,5.5,1.71
412,3,-0.49,-0.38
412,4,0.13,0.56
412,5,-0.8,0.03
412,6,-0.72,-0.42
412,7,-0.47,-0.28
413,1,0,0
413,2,0,-0.19
413,3,-0.59,-0.94
413,4,-0.89,-0.92
413,5,-0.82,-0.28
413,6,-0.94,-0.37
413,7,-1.02,-0.43
414,1,0,0
414,2,-0.63,-0.48
414,3,-0.89,-0.98
414,4,-0.8,-0.42
414,5,-0.74,-0.29
414,6,-0.33,-0.15
414,7,-0.16,-0.17
415,1,0,0
415,2,2.26,-0.09
415,3,-0.28,-0.57
415,4,-0.46,-0.62
415,5,-0.42,-0.07
415,6,-0.46,0.12
415,7,-0.38,-0.03
416,1,0,0
416,2,-0.41,-0.19
416,3,-0.09,0.12
416,4,2.17,1.87
416,5,-0.52,-0.28
416,6,-0.79,-0.32
416,7,-0.55,-0.21
417,1,0,0
417,2,-0.59,-0.19
417,3,0.77,0.68
417,4,-0.4,-0.67
417,5,-0.36,-0.34
417,6,-0.49,-0.34
417,7,-0.16,-0.31
418,1,0,0
418,2,4.89,0.89
418,3,2.28,0.32
