C0001,C0001,1.7417717878127954
C0001,C0002,1.8354297693920336
C0001,C0003,1.8257705479452055
C0001,C0004,1.7762237762237763
C0001,C0005,1.653926265361383
C0001,C0006,1.8241583257506824
C0001,C0007,1.8942940497998508
C0001,C0008,1.6384977908689249
C0001,C0009,1.767448127189437
C0001,C0010,1.8209790209790209
C0001,C0011,1.7938608842579555
C0001,C0012,1.6139018691588785
C0001,C0013,1.731095406360424
C0001,C0014,1.6538800446454796
C0001,C0015,1.7326337880377753
C0001,C0016,1.8076877418742134
C0001,C0017,1.8354297693920336
C0001,C0019,1.9611197511664074
C0001,C0020,1.935611038107753
C0001,C0021,1.4462474645030425
C0001,C0022,1.8431372549019607
C0001,C0023,1.9779179810725551
C0001,C0024,1.5851851851851853
C0001,C0025,1.803921568627451
C0001,C0026,1.9215686274509804
C0001,C0027,1.942942942942943
C0001,C0028,1.9596977329974812
C0001,C0029,1.5868725868725868
C0001,C0030,1.8762088974854931
C0001,C0031,1.68562115175661
C0001,C0032,1.8159392789373814
C0001,C0033,1.6468253968253967
C0001,C0034,1.8852855759922555
C0001,C0035,1.5894428152492668
C0001,C0036,1.7118644067796611
C0001,C0037,2.3294797687861273
C0001,C0038,1.798501872659176
C0001,C0039,2.0633423180592994
C0001,C0040,2.018104366347178
C0001,C0041,1.7303459119496856
C0001,C0042,1.9682467335156488
C0001,C0043,2.206060606060606
C0001,C0044,1.9536585365853658
C0001,C0045,1.6001540832049306
C0001,C0046,1.6228748068006182
C0001,C0047,1.54911838790932
C0001,C0048,2.070811744386874
C0001,C0049,1.6144549763033176
C0001,C0050,1.6467391304347827
C0001,C0051,1.7942942942942943
C0001,C0052,1.8262135922330096
C0001,C0053,1.5628277335404932
C0001,C0054,1.5615327929255711
C0001,C0055,1.6020665322580645
C0001,C0056,1.5690121786197564
C0001,C0057,1.6849710982658959
C0001,C0058,1.6403766921718659
C0001,C0059,1.7554671968190856
C0001,C0060,1.8386167146974064
C0001,C0061,1.7446808510638299
C0001,C0062,1.5771531100478469
C0001,C0063,1.6277372262773722
C0001,C0064,1.6379870129870129
C0001,C0065,1.759510275470048
C0001,C0066,1.7136929460580912
C0001,C0067,1.9189829437776373
C0001,C0068,1.9304187192118227
C0001,C0069,1.6142857142857143
C0001,C0070,1.6188340807174888
C0001,C0071,1.4855305466237942
C0001,C0072,1.6091370558375635
C0001,C0073,1.5033377837116155
C0001,C0074,1.3981552651806304
C0001,C0075,1.8151750972762646
C0001,C0076,2.0704225352112675
C0001,C0077,1.7681159420289856
C0001,C0078,1.6444796619123085
C0001,C0079,1.9384615384615385
C0001,C0080,2.0654205607476634
C0001,C0081,1.8974358974358974
C0001,C0082,2.0178041543026706
C0001,C0083,1.948888888888889
C0001,C0084,1.5965811965811967
C0001,C0085,1.6782786885245902
C0001,C0086,1.6291161178509532
C0001,C0087,1.8082901554404145
C0001,C0088,1.4857142857142858
C0001,C0089,1.7433366238894372
C0001,C0090,1.7685185185185186
C0001,C0091,2.006172839506173
C0001,C0092,1.6919831223628692
C0001,C0093,1.700447093889717
C0001,C0094,1.8248847926267282
C0001,C0095,1.781954887218045
C0001,C0096,1.7183098591549295
C0001,C0097,1.594387755102041
C0001,C0098,1.5677498467198039
C0001,C0099,1.761111111111111
C0001,C0100,1.8888888888888888
C0001,C0101,1.6058631921824105
